사업장명,서비스명,서비스아이디(ID),인허가일자,업종분류,소재지전화,구우편번호,주소,도로명우편번호,도로명주소,영업상태,경도,위도,대표메뉴,영업시간,휴무
명가김밥천국,일반음식점,07_24_04_P,2004-05-14,음식점,053-326-5009,702-808,대구광역시 북구 구암동 649-4번지 ,41463,대구광역시 북구 구암로 146 (구암동),Y,128.5564408,35.9315098,종합분식,,
베스킨라빈스대구동천점,휴게음식점,07_24_05_P,2013-02-01,음식점,053-311-3102,702-885,대구광역시 북구 동천동 878-4번지 ,41431,대구광역시 북구 구암로 143 (동천동),Y,128.5565087,35.93202608,아이스크림,"월 10:00 - 00:00, 화 10:00 - 00:00, 수 10:00 - 00:00, 목 10:00 - 00:00, 금 10:00 - 00:00, 토 10:00 - 00:00, 일 10:00 - 00:00",
돌체구이,일반음식점,07_24_04_P,2004-06-01,음식점,053-325-9588,702-885,대구광역시 북구 동천동 878-4 ,41431,대구광역시 북구 구암로 143 (동천동),Y,128.5565087,35.93202608,"육류, 고기요리",,
김밥365,휴게음식점,07_24_05_P,2002-01-24,음식점,053-323-2994,702-808,대구광역시 북구 구암동 649-2번지 ,41463,대구광역시 북구 구암로 140 (구암동),Y,128.5560317,35.93155592,분식,"월 00:00 - 00:00, 화 00:00 - 00:00, 수 00:00 - 00:00, 목 00:00 - 00:00, 금 00:00 - 00:00, 토 00:00 - 00:00, 일 00:00 - 00:00",
도미노피자칠곡점,일반음식점,07_24_04_P,2002-01-25,음식점,053-326-3082,702-885,대구광역시 북구 동천동 878-3번지 ,41431,대구광역시 북구 구암로 139-1 (동천동),Y,128.5563026,35.9320484,피자,"월 11:00 - 22:00, 화 11:00 - 22:00, 수 11:00 - 22:00, 목 11:00 - 22:00, 금 11:00 - 22:00, 토 11:00 - 22:00, 일 11:00 - 22:00",
고봉민김밥인대구칠곡운암역점,일반음식점,07_24_04_P,2018-07-19,음식점,053-323-3336,702-885,대구광역시 북구 동천동 878-1번지 ,41431,"대구광역시 북구 구암로 137, 1층 (동천동)",Y,128.555896,35.93208359,"김밥, 분식",,
홍시,일반음식점,07_24_04_P,2021-01-15,음식점,,702-785,대구광역시 북구 태전동 936 롯데아파트 ,41450,"대구광역시 북구 구암로 12, 상가동 지하1층 6호 (태전동, 롯데아파트)",Y,128.5415567,35.93320022,,,
본죽(칠곡동아백화점 점),휴게음식점,07_24_05_P,2005-10-28,음식점,053-313-6288,702-850,대구광역시 북구 읍내동 1381-14번지 ,41438,대구광역시 북구 구암로 103 (읍내동),Y,128.5520354,35.9324496,"삼계죽,김치죽,전복죽","월 09:30 - 20:00, 화 09:30 - 20:00, 수 09:30 - 20:00, 목 09:30 - 20:00, 금 09:30 - 20:00, 토 09:30 - 20:00, 일 09:30 - 20:00",
마루제빵소,제과점영업,07_22_18_P,2009-09-04,음식점,0507-1342-3948,702-850,대구광역시 북구 읍내동 1381-16 ,41438,대구광역시 북구 구암로 101 (읍내동),Y,128.551798,35.93247484,쌀롤카스테라,"월 08:00 - 22:00, 화 08:00 - 22:00, 수 08:00 - 22:00, 목 08:00 - 22:00, 금 08:00 - 22:00, 토 08:00 - 22:00, 일 08:00 - 22:00",
칠곡다아는집,일반음식점,07_24_04_P,2015-06-17,음식점,053-325-2096,702-877,대구광역시 북구 국우동 1115-1번지 ,41418,"대구광역시 북구 구리로38길 6, 1층 (국우동)",Y,128.5752985,35.94762579,우럭 무침회,"월 16:30 - 01:00, 화 16:30 - 01:00, 수 16:30 - 01:00, 목 16:30 - 01:00, 금 16:30 - 01:00, 토 16:30 - 01:00, 일 16:30 - 01:00",
코코치코,일반음식점,07_24_04_P,2015-12-16,음식점,053-312-5067,702-877,대구광역시 북구 국우동 1112-5번지 ,41418,"대구광역시 북구 구리로38길 3, 1층 (국우동)",Y,128.5755249,35.94772645,,,
삼보막창,일반음식점,07_24_04_P,2002-06-10,음식점,053-326-3641,702-877,대구광역시 북구 국우동 1114-4 ,41418,대구광역시 북구 구리로38길 15-12 (국우동),Y,128.5764738,35.94694531,"곱창, 막창, 양",,
자연애출장뷔페,일반음식점,07_24_04_P,2012-05-31,음식점,053-324-8288,702-877,대구광역시 북구 국우동 1118-7번지 ,41418,"대구광역시 북구 구리로36길 4-5, 1층 (국우동)",Y,128.5741687,35.94703965,출장뷔페,,
엄마김밥,휴게음식점,07_24_05_P,2014-11-13,음식점,,702-877,대구광역시 북구 국우동 1111 ,41418,"대구광역시 북구 구리로34길 59, 1층 (국우동)",Y,128.5762455,35.94804896,"김밥,분식",,
북한산조개먹고오리먹고,일반음식점,07_24_04_P,2004-06-09,음식점,053-326-7764,702-877,대구광역시 북구 국우동 1107-16번지 ,41418,대구광역시 북구 구리로34길 3 (국우동),Y,128.5732578,35.94696337,오리고기,,
"통통닭,커피",일반음식점,07_24_04_P,2004-06-30,음식점,053-321-9982,702-877,대구광역시 북구 국우동 1107-1 ,41418,대구광역시 북구 구리로34길 1 (국우동),Y,128.5732252,35.94707419,"치킨, 닭강정","월 15:00 - 00:00, 화 15:00 - 00:00, 수 15:00 - 00:00, 목 15:00 - 00:00, 금 15:00 - 00:00, 토 15:00 - 00:00, 일 15:00 - 00:00",
남매고깃집,일반음식점,07_24_04_P,2017-12-14,음식점,053-311-0882,702-911,대구광역시 북구 학정동 882번지 ,41406,"대구광역시 북구 구리로 6, 1, 2층 (학정동)",Y,128.5560096,35.94627847,생삼겹,"월 17:00 - 23:30, 화 17:00 - 23:30, 수 17:00 - 23:30, 목 17:00 - 23:30, 금 17:00 - 23:30, 토 17:00 - 23:30, 일 17:00 - 23:30",
아날로그,일반음식점,07_24_04_P,2019-10-30,음식점,053-321-0660,702-911,대구광역시 북구 학정동 883-10번지 ,41406,"대구광역시 북구 구리로 4, 2층 (학정동)",Y,128.5558572,35.94618943,맥주,"월 00:00 - 00:00, 화 00:00 - 00:00, 수 00:00 - 00:00, 목 00:00 - 00:00, 금 00:00 - 00:00, 토 00:00 - 00:00, 일 00:00 - 00:00",
일품돼지국밥학정점,일반음식점,07_24_04_P,2019-12-16,음식점,053-325-1898,702-911,대구광역시 북구 학정동 883-10번지 ,41406,"대구광역시 북구 구리로 4, 1층 (학정동)",Y,128.5558572,35.94618943,돼지국밥,"월 00:00 - 00:00, 화 00:00 - 00:00, 수 00:00 - 00:00, 목 00:00 - 00:00, 금 00:00 - 00:00, 토 00:00 - 00:00, 일 00:00 - 00:00",
강북웰빙랜드,휴게음식점,07_24_05_P,2005-02-23,음식점,053-314-3333,702-911,대구광역시 북구 학정동 825번지 외 2필지 ,41406,"대구광역시 북구 구리로 29 (학정동,외 2필지)",Y,128.558298,35.94709561,,,
교성이네떡볶이,휴게음식점,07_24_05_P,2013-06-05,음식점,0507-1303-4120,702-731,대구광역시 북구 국우동 1110-3번지 현대아파트상가 106호,41418,"대구광역시 북구 구리로 254, 106호 (국우동, 현대아파트상가)",Y,128.578326,35.9477838,분식,"월 10:00 - 20:00, 화 10:00 - 20:00, 수 10:00 - 20:00, 목 10:00 - 20:00, 금 10:00 - 20:00",
지리산시래기우덕식당,일반음식점,07_24_04_P,2009-07-24,음식점,,702-911,대구광역시 북구 학정동 870-13 ,41406,대구광역시 북구 구리로 22 (학정동),Y,128.5574373,35.94633727,,,
싱싱산오징어회타운,일반음식점,07_24_04_P,2005-12-07,음식점,,702-876,대구광역시 북구 국우동 720-1 ,41408,대구광역시 북구 구리로 213 (국우동),Y,128.5770742,35.94958748,산오징어,"월 14:00 - 23:59, 화 14:00 - 23:59, 수 14:00 - 23:59, 목 14:00 - 23:59, 금 14:00 - 23:59, 토 14:00 - 23:59, 일 14:00 - 23:59",
돈품닭,일반음식점,07_24_04_P,2003-04-18,음식점,053-313-9990,702-876,대구광역시 북구 국우동 720-1번지 ,41408,대구광역시 북구 구리로 203 (국우동),Y,128.5770742,35.94958748,양념닭갈비,"월 11:00 - 10:00, 화 11:00 - 10:00, 수 11:00 - 10:00, 목 11:00 - 10:00, 금 11:00 - 10:00, 토 11:00 - 10:00, 일 11:00 - 10:00",
충원막창,일반음식점,07_24_04_P,1994-04-15,음식점,053-321-8315,702-911,대구광역시 북구 학정동 871-5번지 ,41406,대구광역시 북구 구리로 20-2 (학정동),Y,128.5572214,35.94627726,막창,,
돈생돈사,일반음식점,07_24_04_P,2009-02-04,음식점,0507-1387-3580,702-876,대구광역시 북구 국우동 730-6번지 ,41408,대구광역시 북구 구리로 199 (국우동),Y,128.5762043,35.94908121,뒷고기 한판,,
김밥허가네우동,휴게음식점,07_24_05_P,2020-04-20,음식점,053-751-6803,702-877,대구광역시 북구 국우동 1109-1번지 ,41418,"대구광역시 북구 구리로 194, 1층 105호일부,103호 (국우동)",Y,128.5760741,35.94835606,"김밥,분식",,
하루에,일반음식점,07_24_04_P,2007-07-23,음식점,053-324-7738,702-220,대구광역시 북구 국우동 1109-1번지 ,41418,대구광역시 북구 구리로 194 (국우동),Y,128.5760741,35.94835606,,,
팔진각,일반음식점,07_24_04_P,2001-07-26,음식점,053-323-3885,702-877,대구광역시 북구 국우동 1108-6번지 ,41418,대구광역시 북구 구리로 184 (국우동),Y,128.5749834,35.94786205,중화요리,"월 10:30 - 20:00, 화 10:30 - 20:00, 수 10:30 - 20:00, 목 10:30 - 20:00, 금 10:30 - 20:00, 토 10:30 - 20:00, 일 10:30 - 20:00",
오늘잡은소,일반음식점,07_24_04_P,2001-09-29,음식점,053-321-2277,702-876,대구광역시 북구 국우동 736 ,41408,대구광역시 북구 구리로 183-8 (국우동),Y,128.5749152,35.94900532,소고기 ,"월 11:00 - 23:00, 화 11:00 - 23:00, 수 11:00 - 23:00, 목 11:00 - 23:00, 금 11:00 - 23:00, 토 11:00 - 23:00, 일 11:00 - 23:00",
땅땅치킨국우점,일반음식점,07_24_04_P,2020-07-09,음식점,053-311-3664,702-876,대구광역시 북구 국우동 747 ,41408,"대구광역시 북구 구리로 183-35, 1층 (국우동)",Y,128.5720394,35.94828292,"치킨, 닭강정","월 15:00 - 23:59, 화 15:00 - 23:59, 수 15:00 - 23:59, 목 15:00 - 23:59, 금 15:00 - 23:59, 토 15:00 - 23:59, 일 15:00 - 23:59",
경상도해장국,일반음식점,07_24_04_P,2001-06-27,음식점,053-312-3778,702-876,대구광역시 북구 국우동 737-6번지 ,41408,대구광역시 북구 구리로 183 (국우동),Y,128.5748791,35.94828606,해장국,,
명성아구찜,일반음식점,07_24_04_P,2003-04-29,음식점,0504-2015-1036,702-877,대구광역시 북구 국우동 1108-5번지 ,41418,대구광역시 북구 구리로 182 (국우동),Y,128.5748611,35.94780049,"아구찜,대구뽈찜","월 11:00 - 23:00, 화 11:00 - 23:00, 수 11:00 - 23:00, 목 11:00 - 23:00, 금 11:00 - 23:00, 토 11:00 - 23:00, 일 11:00 - 23:00",
철가방,일반음식점,07_24_04_P,2000-10-13,음식점,053-325-9906,702-877,대구광역시 북구 국우동 1108-1 ,41418,"대구광역시 북구 구리로 176, 1층 (국우동)",Y,128.5743968,35.94754589,중화요리,,
쭈꾸미가,일반음식점,07_24_04_P,2006-09-29,음식점,053-313-0227,702-877,대구광역시 북구 국우동 1108-1번지 ,41418,대구광역시 북구 구리로 176 (국우동),Y,128.5743968,35.94754589,쭈꾸미볶음,"월 17:00 - 00:00, 화 17:00 - 00:00, 수 17:00 - 00:00, 목 17:00 - 00:00, 금 17:00 - 00:00",
명성보양탕,일반음식점,07_24_04_P,2000-05-18,음식점,053-323-1520,702-877,대구광역시 북구 국우동 1107-7 ,41418,대구광역시 북구 구리로 174 (국우동),Y,128.5740205,35.94737113,"보신탕, 염소탕",,
홍익돈까스(칠곡점),일반음식점,07_24_04_P,2001-01-13,음식점,053-321-1999,702-876,대구광역시 북구 국우동 759-1번지 A동 ,41408,"대구광역시 북구 구리로 173, A동 (국우동)",Y,128.5740876,35.94788751,"홍익왕돈까스,해물 볶음 우동","월 11:30 - 21:00, 화 11:30 - 21:00, 수 11:30 - 21:00, 목 11:30 - 21:00, 금 11:30 - 21:00, 토 11:30 - 21:00, 일 11:30 - 21:00",
황금코다리대구칠곡점,일반음식점,07_24_04_P,2002-09-16,음식점,053-311-5252,702-876,대구광역시 북구 국우동 759-1 ,41408,대구광역시 북구 구리로 173 (국우동),Y,128.5740876,35.94788751,"해물, 생선요리","월 11:30 - 21:50, 화 11:30 - 21:50, 수 11:30 - 21:50, 목 11:30 - 21:50, 금 11:30 - 21:50, 토 11:30 - 21:50, 일 11:30 - 21:50",
똘이네옛날통닭,일반음식점,07_24_04_P,2018-01-03,음식점,,702-877,대구광역시 북구 국우동 1107-6번지 ,41418,"대구광역시 북구 구리로 172, 1층 (국우동)",Y,128.5738951,35.94731258,,,
인생선술집,일반음식점,07_24_04_P,2015-03-26,음식점,053-311-3088,702-877,대구광역시 북구 국우동 1107-5번지 ,41418,"대구광역시 북구 구리로 170-1, 1층 (국우동)",Y,128.5737648,35.94725671,,,
마니또호프,일반음식점,07_24_04_P,2018-12-07,음식점,,702-877,대구광역시 북구 국우동 1107-5번지 ,41418,대구광역시 북구 구리로 170-1 (국우동),N,128.5737648,35.94725671,,,
한상가득담아,일반음식점,07_24_04_P,2009-04-24,음식점,053-312-1131,702-876,대구광역시 북구 국우동 757-9번지 ,41408,대구광역시 북구 구리로 167 (국우동),Y,128.5732043,35.94757234,"소갈비찜,돼지묵은지찜","월 11:00 - 21:00, 화 11:00 - 21:00, 수 11:00 - 21:00, 목 11:00 - 21:00, 금 11:00 - 21:00, 토 11:00 - 21:00, 일 11:00 - 21:00",
동갑이네동태앤(&)갑오징어,일반음식점,07_24_04_P,2010-11-25,음식점,053-326-7879,702-876,대구광역시 북구 국우동 757-5 (1층) ,41408,"대구광역시 북구 구리로 165 (국우동,(1층))",Y,128.5729894,35.94746179,갑오징어철판볶음,"월 10:00 - 23:00, 화 10:00 - 23:00, 수 10:00 - 23:00, 목 10:00 - 23:00, 금 10:00 - 23:00, 토 10:00 - 23:00, 일 10:00 - 23:00",
화이트폭스(WHITEFOX),일반음식점,07_24_04_P,2015-11-11,음식점,053-312-3388,702-911,대구광역시 북구 학정동 147-2 ,41408,"대구광역시 북구 구리로 151, 2층 (학정동)",Y,128.5715521,35.94756398,커피,,
황태풍경,일반음식점,07_24_04_P,2020-01-15,음식점,053-311-8899,702-911,대구광역시 북구 학정동 147번지 ,41408,"대구광역시 북구 구리로 151, 1층 (학정동)",Y,128.5715451,35.94775863,황태불고기,"월 11:30 - 22:00, 화 11:30 - 22:00, 수 11:30 - 22:00, 목 11:30 - 22:00, 금 11:30 - 22:00, 토 11:30 - 22:00, 일 11:30 - 22:00",
삼돌이왕숯불갈비,일반음식점,07_24_04_P,2007-08-28,음식점,053-326-1414,702-877,대구광역시 북구 국우동 1081-1번지 ,41419,대구광역시 북구 구리로 142-1 (국우동),Y,128.5706809,35.94683303,"청국장정식,왕갈비","월 10:00 - 22:00, 화 10:00 - 22:00, 수 10:00 - 22:00, 목 10:00 - 22:00, 금 10:00 - 22:00, 토 10:00 - 22:00, 일 10:00 - 22:00",
또봉이통닭 국우점,일반음식점,07_24_04_P,2018-05-30,음식점,053-324-8200,702-877,대구광역시 북구 국우동 1081-4 ,41419,"대구광역시 북구 구리로 140, 1층 (국우동)",Y,128.5702702,35.94674685,"치킨, 닭강정","월 15:00 - 23:59, 화 15:00 - 23:59, 수 15:00 - 23:59, 목 15:00 - 23:59, 금 15:00 - 23:59, 토 15:00 - 23:59, 일 15:00 - 23:59",
부자집식당,일반음식점,07_24_04_P,2019-12-19,음식점,,702-911,대구광역시 북구 학정동 872-1번지 ,41406,"대구광역시 북구 구리로 12, 1층 (학정동)",Y,128.5566294,35.94629585,정육식당,,
본당속초옥,일반음식점,07_24_04_P,2007-03-28,음식점,053-321-0111,702-911,대구광역시 북구 학정동 872-1 ,41406,대구광역시 북구 구리로 12 (학정동),Y,128.5566294,35.94629585,"불향쭈꾸미,들깨칼국수","월 11:00 - 22:00, 화 11:00 - 22:00, 수 11:00 - 22:00, 목 11:00 - 22:00, 금 11:00 - 22:00, 토 11:00 - 22:00, 일 11:00 - 22:00",
원조어탕(칠곡본점),일반음식점,07_24_04_P,2012-06-28,음식점,053-325-2606,702-911,대구광역시 북구 학정동 872-1 ,41406,대구광역시 북구 구리로 12 (학정동),Y,128.5566294,35.94629585,"해물, 생선요리","월 09:30 - 21:30, 화 09:30 - 21:30, 수 09:30 - 21:30, 목 09:30 - 21:30, 금 09:30 - 21:30, 토 09:30 - 21:30, 일 09:30 - 21:30",
천년한우,일반음식점,07_24_04_P,2019-11-14,음식점,,702-804,대구광역시 북구 관음동 1323-16번지 ,41445,"대구광역시 북구 관음중앙로9길 2, 1층 (관음동)",Y,128.5441926,35.93825237,한우갈비살,,
안동한우한우,일반음식점,07_24_04_P,2011-07-29,음식점,,702-848,대구광역시 북구 읍내동 1285-12번지 ,41439,대구광역시 북구 관음중앙로33길 3-6 (읍내동),Y,128.5494,35.9454843,,,
싱싱회포장배달전문,일반음식점,07_24_04_P,2020-09-08,음식점,053-311-8584,702-848,대구광역시 북구 읍내동 679-5 ,41439,대구광역시 북구 관음중앙로33길 2 (읍내동),Y,128.5494676,35.94511973,모듬회,"월 14:00 - 02:00, 화 14:00 - 02:00, 수 14:00 - 02:00, 목 14:00 - 02:00, 금 14:00 - 02:00, 토 14:00 - 02:00, 일 14:00 - 02:00",
고령집,일반음식점,07_24_04_P,2016-07-18,음식점,,702-848,대구광역시 북구 읍내동 1285-2 ,41439,"대구광역시 북구 관음중앙로33길 19, 1층 (읍내동)",Y,128.5496691,35.94658625,,,
해뜨미밥상,일반음식점,07_24_04_P,2001-05-07,음식점,053-327-3330,702-848,대구광역시 북구 읍내동 1300-8번지 ,41439,대구광역시 북구 관음중앙로33길 1 (읍내동),Y,128.5491117,35.94514649,"정식,된장찌개",,
아싸신나불고명계,일반음식점,07_24_04_P,2020-11-23,음식점,053-321-2772,702-848,대구광역시 북구 읍내동 1291-10 ,41439,"대구광역시 북구 관음중앙로29길 6-3, 1층 (읍내동)",Y,128.5486948,35.94564164,찜닭,,
팔미락,일반음식점,07_24_04_P,2010-05-06,음식점,053-216-2355,702-802,대구광역시 북구 관음동 1277-8 ,41441,대구광역시 북구 관음중앙로28길 8 (관음동),Y,128.5469147,35.94437733,국밥,"월 10:00 - 21:00, 화 10:00 - 21:00, 수 10:00 - 21:00, 목 10:00 - 21:00, 금 10:00 - 21:00",
루다식품,일반음식점,07_24_04_P,2017-08-21,음식점,,702-802,대구광역시 북구 관음동 1275-20번지 ,41441,"대구광역시 북구 관음중앙로28길 6-12, 1층 (관음동)",Y,128.546397,35.94453043,,,
정뜨락,일반음식점,07_24_04_P,2016-09-09,음식점,053-325-4258,702-802,대구광역시 북구 관음동 1275-16 ,41441,"대구광역시 북구 관음중앙로28길 6, 1층 (관음동)",Y,128.5469172,35.94467512,소고기국밥,"월 12:00 - 23:00, 화 12:00 - 23:00, 수 12:00 - 23:00, 목 12:00 - 23:00, 금 12:00 - 23:00, 토 12:00 - 23:00, 일 12:00 - 23:00",
땅땅치킨관음점,일반음식점,07_24_04_P,2001-03-02,음식점,053-311-9985,702-802,대구광역시 북구 관음동 1275-16번지 ,41441,대구광역시 북구 관음중앙로28길 6 (관음동),Y,128.5469172,35.94467512,치킨,"월 14:00 - 02:00, 화 14:00 - 02:00, 수 14:00 - 02:00, 목 14:00 - 02:00, 금 14:00 - 02:00, 토 14:00 - 02:00, 일 14:00 - 02:00",
부성반점,일반음식점,07_24_04_P,1993-10-15,음식점,,702-802,대구광역시 북구 관음동 1294-9번지 ,41441,대구광역시 북구 관음중앙로28길 35-1 (관음동),Y,128.5465503,35.94185396,,,
대영식당,일반음식점,07_24_04_P,2018-03-06,음식점,,702-802,대구광역시 북구 관음동 1284번지 ,41441,"대구광역시 북구 관음중앙로28길 1, 1층 (관음동)",Y,128.5472163,35.94488555,,,
나은베이커리,제과점영업,07_22_18_P,1995-11-20,음식점,053-323-7404,702-802,대구광역시 북구 관음동 1284 ,41441,대구광역시 북구 관음중앙로28길 1 (관음동),Y,128.5472163,35.94488555,"빵, 케이크",,
흥부네복바가지,일반음식점,07_24_04_P,2015-03-24,음식점,,702-802,대구광역시 북구 관음동 1249-3번지 ,41440,"대구광역시 북구 관음중앙로25길 3-1, 1층 (관음동)",Y,128.5452572,35.94476337,매운닭발,,
쉬어가는곳,일반음식점,07_24_04_P,2013-03-20,음식점,053-323-9320,702-802,대구광역시 북구 관음동 1264-22번지 ,41440,"대구광역시 북구 관음중앙로21길 9, 1층 (관음동)",Y,128.5440037,35.9433339,,,
두존치킨,일반음식점,07_24_04_P,2009-03-18,음식점,053-322-2271,702-802,대구광역시 북구 관음동 1264-22번지 ,41440,대구광역시 북구 관음중앙로21길 9 (관음동),Y,128.5440037,35.9433339,치킨,,
모던키친,일반음식점,07_24_04_P,2019-04-23,음식점,,702-802,대구광역시 북구 관음동 1268 ,41440,"대구광역시 북구 관음중앙로21길 3, 1층 (관음동)",Y,128.5446544,35.94322261,,,
출장뷔페아테네,일반음식점,07_24_04_P,2009-11-30,음식점,053-311-0441,702-802,대구광역시 북구 관음동 1262-21번지 ,41440,대구광역시 북구 관음중앙로21길 13 (관음동),Y,128.5435563,35.94345662,닭갈비,"월 11:00 - 23:00, 화 11:00 - 23:00, 수 11:00 - 23:00, 목 11:00 - 23:00, 금 11:00 - 23:00, 토 11:00 - 23:00, 일 11:00 - 23:00",
딱!한잔,일반음식점,07_24_04_P,2009-04-29,음식점,,702-802,대구광역시 북구 관음동 1268-23 ,41440,대구광역시 북구 관음중앙로21길 1 (관음동),Y,128.5448309,35.94320989,,,
아리야푸드,일반음식점,07_24_04_P,2020-08-12,음식점,,702-802,대구광역시 북구 관음동 1308-7 ,41445,"대구광역시 북구 관음중앙로13길 6, 1층 (관음동)",Y,128.5440645,35.94031376,,,
후니피자(칠곡점),휴게음식점,07_24_05_P,2012-03-13,음식점,053-322-5511,702-802,대구광역시 북구 관음동 1315-7 ,41445,"대구광역시 북구 관음중앙로11길 2, 1층 (관음동)",Y,128.5442091,35.9394896,피자,"월 11:00 - 01:00, 화 11:00 - 01:00, 수 11:00 - 01:00, 목 11:00 - 01:00, 금 11:00 - 01:00, 토 11:00 - 01:00, 일 11:00 - 01:00",
어울림비어,일반음식점,07_24_04_P,2012-05-24,음식점,,702-802,대구광역시 북구 관음동 1315-7번지 ,41445,대구광역시 북구 관음중앙로11길 2 (관음동),Y,128.5442091,35.9394896,"맥주, 호프",,
동해루반점,일반음식점,07_24_04_P,1994-10-07,음식점,,702-802,대구광역시 북구 관음동 1300번지 ,41441,대구광역시 북구 관음중앙로 98 (관음동),Y,128.5449805,35.94251156,,,
요리장이,일반음식점,07_24_04_P,2008-09-09,음식점,,702-802,대구광역시 북구 관음동 1300-2번지 ,41441,대구광역시 북구 관음중앙로 96 (관음동),Y,128.5449223,35.94231451,,,
아랫목국수,일반음식점,07_24_04_P,2004-08-24,음식점,,702-802,대구광역시 북구 관음동 1300-2 ,41441,대구광역시 북구 관음중앙로 96 (관음동),Y,128.5449223,35.94231451,,,
해원수산,일반음식점,07_24_04_P,2021-05-24,음식점,053-311-5286,702-802,대구광역시 북구 관음동 1268-16 ,41440,"대구광역시 북구 관음중앙로 95, 1층 (관음동)",Y,128.5446161,35.942452,생선회,,
화진각,일반음식점,07_24_04_P,2005-10-10,음식점,053-322-0068,702-802,대구광역시 북구 관음동 1268-13번지 ,41440,"대구광역시 북구 관음중앙로 91, 1층 (관음동)",Y,128.5445227,35.94213447,중식,,
신주,일반음식점,07_24_04_P,2007-02-20,음식점,,702-802,대구광역시 북구 관음동 305번지 ,41441,대구광역시 북구 관음중앙로 90 (관음동),Y,128.5447702,35.94185752,,,
주주클럽,일반음식점,07_24_04_P,2001-10-12,음식점,,702-802,대구광역시 북구 관음동 1273-5번지 ,41440,대구광역시 북구 관음중앙로 87 (관음동),Y,128.5444412,35.94177038,,,
독립족발,일반음식점,07_24_04_P,2020-11-13,음식점,053-323-5000,702-802,대구광역시 북구 관음동 1329 ,41444,"대구광역시 북구 관음중앙로 82, 1층 (관음동)",Y,128.5446258,35.94124083,족발,"월 16:00 - 01:00, 화 16:00 - 01:00, 수 16:00 - 01:00, 목 16:00 - 01:00, 금 16:00 - 01:00, 토 16:00 - 01:00, 일 16:00 - 01:00",
일미식당,일반음식점,07_24_04_P,2021-03-05,음식점,053-312-9753,702-802,대구광역시 북구 관음동 1308-13 ,41445,대구광역시 북구 관음중앙로 77 (관음동),Y,128.5442818,35.94083714,소머리곰탕,,
뚱아꾸버보까,일반음식점,07_24_04_P,2014-05-09,음식점,053-218-9299,702-803,대구광역시 북구 관음동 1330번지 ,41444,"대구광역시 북구 관음중앙로 76, 1층 (관음동)",Y,128.5445934,35.94071652,"곰장어, 닭발","월 16:30 - 02:00, 화 16:30 - 02:00, 수 16:30 - 02:00, 목 16:30 - 02:00, 금 16:30 - 02:00, 토 16:30 - 02:00, 일 16:30 - 02:00",
석봉토스트대구과학대점,일반음식점,07_24_04_P,2017-07-13,음식점,053-322-1240,702-802,대구광역시 북구 관음동 1308-10 ,41445,"대구광역시 북구 관음중앙로 73-1, 1층 (관음동)",Y,128.544265,35.94051501,토스트,,
산마루버섯촌,일반음식점,07_24_04_P,1995-07-26,음식점,053-326-9060,702-802,대구광역시 북구 관음동 1308-10 ,41445,대구광역시 북구 관음중앙로 73-1 (관음동),Y,128.544265,35.94051501,버섯요리,,
수정이네,일반음식점,07_24_04_P,2011-05-12,음식점,,702-802,대구광역시 북구 관음동 1315-12번지 ,41445,대구광역시 북구 관음중앙로 69 (관음동),Y,128.5442358,35.94001363,,,
고기집,일반음식점,07_24_04_P,2009-04-17,음식점,053-313-3991,702-803,대구광역시 북구 관음동 1332-3번지 ,41444,대구광역시 북구 관음중앙로 68 (관음동),Y,128.5445775,35.93980603,돼지갈비,"월 12:00 - 23:00, 화 12:00 - 23:00, 수 12:00 - 23:00, 목 12:00 - 23:00, 금 12:00 - 23:00, 토 12:00 - 23:00, 일 12:00 - 23:00",
예진막창,일반음식점,07_24_04_P,2006-07-05,음식점,,702-803,대구광역시 북구 관음동 1332-6 ,41444,대구광역시 북구 관음중앙로 64 (관음동),Y,128.5445623,35.93951281,,,
묵자푸드,일반음식점,07_24_04_P,2020-08-12,음식점,053-311-1678,702-803,대구광역시 북구 관음동 1343-18 ,41444,"대구광역시 북구 관음중앙로 56, 102호 (관음동)",Y,128.5445528,35.93877436,"수제비, 밀면 ",,
황금푸드,일반음식점,07_24_04_P,2020-05-18,음식점,,702-803,대구광역시 북구 관음동 1343-18 ,41444,"대구광역시 북구 관음중앙로 56, 101호 (관음동)",Y,128.5445528,35.93877436,,,
키다리감자탕,일반음식점,07_24_04_P,2017-01-31,음식점,053-269-0096,702-804,대구광역시 북구 관음동 1323-10 ,41445,"대구광역시 북구 관음중앙로 55, 1층 (관음동)",Y,128.5441885,35.93876445,감자탕,,
유정동동주,일반음식점,07_24_04_P,2001-07-14,음식점,053-324-3354,702-804,대구광역시 북구 관음동 1323-10 ,41445,대구광역시 북구 관음중앙로 55 (관음동),Y,128.5441885,35.93876445,,,
금상뒷고기,일반음식점,07_24_04_P,2016-11-17,음식점,,702-804,대구광역시 북구 관음동 1323-11번지 ,41445,"대구광역시 북구 관음중앙로 53, 1층 (관음동)",Y,128.5441893,35.93865504,뒷고기,,
동네술집,일반음식점,07_24_04_P,2004-08-10,음식점,053-311-9368,702-803,대구광역시 북구 관음동 1347번지 ,41444,대구광역시 북구 관음중앙로 52 (관음동),Y,128.5445044,35.93847229,한식,"월 14:00 - 00:00, 화 14:00 - 00:00, 수 14:00 - 00:00, 목 14:00 - 00:00, 금 14:00 - 00:00, 토 14:00 - 00:00, 일 14:00 - 00:00",
